level_equivalent_diameter,level_major_axis_length,level_minor_axis_length,level_solidity,nodes,distmap-skew,distmap-kurt
7.699482727050781250e+01,9.671272277832031250e+01,8.486241149902343750e+01,5.662855505943298340e-01,4.800000000000000000e+01,1.428918361663818359e+00,1.718805909156799316e+00
5.733676528930664062e+01,8.122673797607421875e+01,5.293090438842773438e+01,4.728937745094299316e-01,2.100000000000000000e+01,6.934985518455505371e-01,-3.436718881130218506e-01
7.629712677001953125e+01,9.515143585205078125e+01,7.628004455566406250e+01,5.808664560317993164e-01,4.000000000000000000e+01,1.079146981239318848e+00,5.961591601371765137e-01
3.994207382202148438e+01,6.432233428955078125e+01,4.188391494750976562e+01,1.961797326803207397e-01,1.700000000000000000e+01,8.061808943748474121e-01,-3.723888397216796875e-01
4.418004226684570312e+01,5.428455352783203125e+01,4.486942291259765625e+01,7.478048801422119141e-01,1.300000000000000000e+01,1.035165429115295410e+00,4.567993283271789551e-01
9.886044311523437500e+01,1.080849838256835938e+02,9.730557250976562500e+01,7.299353480339050293e-01,2.200000000000000000e+01,4.219930469989776611e-01,-8.433323502540588379e-01
6.620037841796875000e+01,9.753727722167968750e+01,7.999877166748046875e+01,5.610432028770446777e-01,2.300000000000000000e+01,1.453067421913146973e+00,1.611885428428649902e+00
8.543700408935546875e+01,9.521826934814453125e+01,8.237915039062500000e+01,8.134222626686096191e-01,2.100000000000000000e+01,9.919705390930175781e-01,3.019169569015502930e-01
6.269362258911132812e+01,8.054547119140625000e+01,5.242268753051757812e+01,8.441345095634460449e-01,1.300000000000000000e+01,6.971716284751892090e-01,-5.654643774032592773e-01
6.390054321289062500e+01,8.744754791259765625e+01,5.847053527832031250e+01,6.830670833587646484e-01,3.300000000000000000e+01,1.230371832847595215e+00,1.085921525955200195e+00
5.718110656738281250e+01,1.015324401855468750e+02,7.114615631103515625e+01,3.748905062675476074e-01,2.800000000000000000e+01,1.128293395042419434e+00,6.504701375961303711e-01
6.175234603881835938e+01,8.461875915527343750e+01,6.885057067871093750e+01,6.277509927749633789e-01,3.800000000000000000e+01,1.127476930618286133e+00,9.547017216682434082e-01
9.017154693603515625e+01,1.160800933837890625e+02,1.034080429077148438e+02,5.685034990310668945e-01,4.500000000000000000e+01,1.020476222038269043e+00,1.536616533994674683e-01
7.483119201660156250e+01,1.015904159545898438e+02,7.073156738281250000e+01,4.735141992568969727e-01,3.500000000000000000e+01,1.037199378013610840e+00,4.326502680778503418e-01
5.490930175781250000e+01,9.013751220703125000e+01,6.333365249633789062e+01,5.487833023071289062e-01,2.600000000000000000e+01,1.298177242279052734e+00,2.008953332901000977e+00
1.146568756103515625e+02,1.264707717895507812e+02,1.180448837280273438e+02,8.516166210174560547e-01,5.300000000000000000e+01,6.980051398277282715e-01,-3.702111244201660156e-01
5.363066482543945312e+01,7.770053863525390625e+01,6.109168243408203125e+01,5.780450105667114258e-01,3.600000000000000000e+01,1.622201085090637207e+00,2.856379985809326172e+00
7.096240234375000000e+01,1.032278366088867188e+02,7.881020355224609375e+01,5.888045430183410645e-01,3.700000000000000000e+01,1.189487934112548828e+00,9.473102688789367676e-01
3.409498214721679688e+01,3.847421646118164062e+01,3.139788436889648438e+01,8.787295222282409668e-01,1.000000000000000000e+00,5.867536664009094238e-01,-6.358835697174072266e-01
6.341049194335937500e+01,1.022244338989257812e+02,8.507034301757812500e+01,3.685377538204193115e-01,3.400000000000000000e+01,1.124595761299133301e+00,7.689204216003417969e-01
3.280072402954101562e+01,5.052072525024414062e+01,3.135375785827636719e+01,6.245380640029907227e-01,1.500000000000000000e+01,1.223884224891662598e+00,1.338043928146362305e+00
9.131509399414062500e+01,1.246713180541992188e+02,8.277236175537109375e+01,5.082654356956481934e-01,1.900000000000000000e+01,1.010235905647277832e+00,3.286986649036407471e-01
6.623883819580078125e+01,8.845142364501953125e+01,6.927117156982421875e+01,6.292914748191833496e-01,4.200000000000000000e+01,9.848774671554565430e-01,7.377876639366149902e-01
5.522145080566406250e+01,9.579209136962890625e+01,6.436536407470703125e+01,4.613754451274871826e-01,2.500000000000000000e+01,1.123027682304382324e+00,8.062499761581420898e-01
6.793742370605468750e+01,8.430236053466796875e+01,6.207181930541992188e+01,7.926962375640869141e-01,1.800000000000000000e+01,8.961371779441833496e-01,-1.746553033590316772e-01
5.933386230468750000e+01,1.177188796997070312e+02,6.821446990966796875e+01,4.115808308124542236e-01,1.500000000000000000e+01,9.333269596099853516e-01,2.307774126529693604e-01
2.268014144897460938e+01,3.445322799682617188e+01,2.598676681518554688e+01,5.459459424018859863e-01,1.000000000000000000e+01,9.145445823669433594e-01,2.200939655303955078e-01
7.443882751464843750e+01,7.741233062744140625e+01,7.531117248535156250e+01,9.062890410423278809e-01,6.000000000000000000e+00,2.798169553279876709e-01,-9.736644625663757324e-01
7.333596801757812500e+01,1.050483169555664062e+02,8.489199829101562500e+01,3.638869822025299072e-01,5.300000000000000000e+01,1.109727859497070312e+00,1.318349003791809082e+00
5.756945800781250000e+01,7.791468811035156250e+01,5.478170776367187500e+01,7.340665459632873535e-01,1.500000000000000000e+01,7.059757113456726074e-01,-5.853047370910644531e-01
8.397901153564453125e+01,1.175858993530273438e+02,7.306523895263671875e+01,6.146931648254394531e-01,4.100000000000000000e+01,1.282540798187255859e+00,1.647557377815246582e+00
5.958013153076171875e+01,9.396427154541015625e+01,6.353666305541992188e+01,3.618899285793304443e-01,3.100000000000000000e+01,9.678177833557128906e-01,5.002074837684631348e-01
8.052706909179687500e+01,9.283210754394531250e+01,8.265506744384765625e+01,7.514016032218933105e-01,3.800000000000000000e+01,1.487592101097106934e+00,1.744338989257812500e+00
8.491381072998046875e+01,9.487964630126953125e+01,8.424897766113281250e+01,7.636191844940185547e-01,2.700000000000000000e+01,9.407034516334533691e-01,4.979812502861022949e-01
8.053497314453125000e+01,9.406541442871093750e+01,8.780741119384765625e+01,6.131439805030822754e-01,4.000000000000000000e+01,1.217209458351135254e+00,1.491116881370544434e+00
5.572639465332031250e+01,7.498517608642578125e+01,6.078921508789062500e+01,2.872791588306427002e-01,8.000000000000000000e+00,8.592668175697326660e-01,2.267390489578247070e-02
4.212951278686523438e+01,4.633507156372070312e+01,4.401357269287109375e+01,8.147282004356384277e-01,1.100000000000000000e+01,8.626798391342163086e-01,1.638590246438980103e-01
9.840216827392578125e+01,1.132599639892578125e+02,9.769631958007812500e+01,7.653985619544982910e-01,2.300000000000000000e+01,8.215710520744323730e-01,-2.759459614753723145e-01
3.903931045532226562e+01,5.029135131835937500e+01,3.505533599853515625e+01,7.276595830917358398e-01,9.000000000000000000e+00,9.205035567283630371e-01,4.184876680374145508e-01
8.254153442382812500e+01,1.081479339599609375e+02,7.371377563476562500e+01,7.215480208396911621e-01,2.000000000000000000e+01,9.205553531646728516e-01,-5.520346015691757202e-02
7.267322540283203125e+01,8.783752441406250000e+01,6.751627349853515625e+01,8.063763380050659180e-01,2.000000000000000000e+01,9.202151298522949219e-01,3.997342288494110107e-01
6.690822601318359375e+01,1.464027709960937500e+02,6.731291961669921875e+01,3.156477212905883789e-01,2.500000000000000000e+01,1.092461943626403809e+00,5.869981646537780762e-01
6.908039855957031250e+01,1.084725799560546875e+02,6.827038574218750000e+01,4.467755258083343506e-01,2.900000000000000000e+01,9.889277219772338867e-01,4.414225816726684570e-01
8.414562225341796875e+01,9.850034332275390625e+01,8.422535705566406250e+01,7.688372731208801270e-01,4.100000000000000000e+01,1.301837563514709473e+00,1.115879178047180176e+00
3.276188278198242188e+01,6.586419677734375000e+01,3.855929183959960938e+01,4.402088820934295654e-01,1.400000000000000000e+01,9.975898861885070801e-01,5.620599389076232910e-01
9.243071746826171875e+01,1.181703720092773438e+02,9.315030670166015625e+01,6.620621681213378906e-01,2.500000000000000000e+01,7.298471331596374512e-01,-4.442090094089508057e-01
9.591223144531250000e+01,1.249452285766601562e+02,9.903087615966796875e+01,6.454927325248718262e-01,5.200000000000000000e+01,1.010368347167968750e+00,5.689378976821899414e-01
5.824010848999023438e+01,8.649503326416015625e+01,5.582778549194335938e+01,4.041262269020080566e-01,4.100000000000000000e+01,1.380826473236083984e+00,2.168107509613037109e+00
3.884313201904296875e+01,7.898365020751953125e+01,4.300285720825195312e+01,4.780153334140777588e-01,3.000000000000000000e+01,5.834100842475891113e-01,-7.240502834320068359e-01
7.138280487060546875e+01,9.284003448486328125e+01,6.858072662353515625e+01,6.706888079643249512e-01,1.300000000000000000e+01,7.655028104782104492e-01,-2.445693761110305786e-01
9.326721191406250000e+01,1.170855712890625000e+02,9.878227996826171875e+01,5.796707868576049805e-01,5.000000000000000000e+01,9.762973785400390625e-01,6.409448981285095215e-01
8.005132293701171875e+01,9.755775451660156250e+01,8.878643035888671875e+01,7.499627470970153809e-01,5.400000000000000000e+01,1.069959402084350586e+00,6.770396232604980469e-01
8.100002288818359375e+01,9.696284484863281250e+01,8.718936920166015625e+01,5.863010287284851074e-01,5.600000000000000000e+01,1.040194630622863770e+00,8.696405291557312012e-01
7.282199096679687500e+01,8.286581420898437500e+01,7.820511627197265625e+01,7.259892225265502930e-01,3.600000000000000000e+01,1.392391085624694824e+00,1.456276178359985352e+00
5.373739242553710938e+01,7.162039947509765625e+01,4.949839019775390625e+01,4.261555671691894531e-01,6.000000000000000000e+00,7.102204561233520508e-01,-3.275682330131530762e-01
3.069523239135742188e+01,4.436826324462890625e+01,2.594885826110839844e+01,7.482305169105529785e-01,8.000000000000000000e+00,1.063349723815917969e+00,3.870204687118530273e-01
5.682372283935546875e+01,6.799196624755859375e+01,6.433790588378906250e+01,4.218230247497558594e-01,3.800000000000000000e+01,1.532877683639526367e+00,2.876451492309570312e+00
7.083669281005859375e+01,7.946406555175781250e+01,6.590969848632812500e+01,8.802769780158996582e-01,3.000000000000000000e+00,6.458631753921508789e-01,-5.229313969612121582e-01
8.131378936767578125e+01,1.016452484130859375e+02,9.132350158691406250e+01,5.268337130546569824e-01,6.500000000000000000e+01,1.694056510925292969e+00,2.635762929916381836e+00
5.018433761596679688e+01,7.128773498535156250e+01,4.346713256835937500e+01,5.153725743293762207e-01,1.100000000000000000e+01,7.400476932525634766e-01,-5.031246542930603027e-01
7.484820556640625000e+01,1.207619323730468750e+02,7.860410308837890625e+01,4.939380288124084473e-01,3.900000000000000000e+01,1.036176323890686035e+00,3.905149996280670166e-01
7.833097076416015625e+01,1.011972274780273438e+02,9.694008636474609375e+01,5.144107341766357422e-01,7.900000000000000000e+01,9.794282913208007812e-01,3.558946549892425537e-01
5.481647109985351562e+01,9.700393676757812500e+01,5.026641082763671875e+01,4.343025386333465576e-01,2.200000000000000000e+01,1.174002766609191895e+00,1.380728840827941895e+00
9.173937988281250000e+01,9.631834411621093750e+01,8.974808502197265625e+01,9.009131789207458496e-01,3.000000000000000000e+00,5.702427029609680176e-01,-6.270410418510437012e-01
7.817639923095703125e+01,1.153534851074218750e+02,1.043356704711914062e+02,4.668352603912353516e-01,2.600000000000000000e+01,7.017334699630737305e-01,-2.882078886032104492e-01
7.725895690917968750e+01,8.771232604980468750e+01,8.123776245117187500e+01,7.401326298713684082e-01,4.100000000000000000e+01,1.108404636383056641e+00,9.078784584999084473e-01
6.843226623535156250e+01,7.560861206054687500e+01,6.467835235595703125e+01,6.742438077926635742e-01,5.000000000000000000e+00,7.396726608276367188e-01,-3.483216166496276855e-01
5.046265029907226562e+01,7.791580963134765625e+01,5.053278732299804688e+01,5.136106610298156738e-01,1.500000000000000000e+01,5.418301820755004883e-01,-6.178364753723144531e-01
6.217359161376953125e+01,8.658892059326171875e+01,5.451198577880859375e+01,5.434043407440185547e-01,1.200000000000000000e+01,6.855691075325012207e-01,-4.601856768131256104e-01
6.583393859863281250e+01,9.563207244873046875e+01,7.011190032958984375e+01,3.351383209228515625e-01,2.800000000000000000e+01,6.647377610206604004e-01,-3.768050074577331543e-01
5.390299224853515625e+01,8.756255340576171875e+01,5.284487152099609375e+01,4.294316768646240234e-01,2.900000000000000000e+01,1.253569841384887695e+00,1.224722743034362793e+00
7.297045898437500000e+01,8.841612243652343750e+01,7.424269866943359375e+01,7.257896661758422852e-01,4.900000000000000000e+01,9.970802664756774902e-01,6.654864549636840820e-01
9.489125061035156250e+01,1.160825958251953125e+02,1.001048278808593750e+02,6.379792690277099609e-01,8.900000000000000000e+01,1.600774288177490234e+00,2.691180467605590820e+00
6.463357543945312500e+01,7.512664031982421875e+01,6.556573486328125000e+01,7.619600296020507812e-01,2.600000000000000000e+01,8.668604493141174316e-01,1.955138146877288818e-01
3.550362014770507812e+01,4.001044464111328125e+01,3.899057006835937500e+01,7.426856756210327148e-01,1.000000000000000000e+01,9.938284158706665039e-01,1.838978528976440430e-01
1.021790790557861328e+01,1.365588378906250000e+01,8.422435760498046875e+00,9.534883499145507812e-01,1.000000000000000000e+00,7.426771521568298340e-01,-4.491635859012603760e-01
4.857275772094726562e+01,1.052607345581054688e+02,4.918734359741210938e+01,4.422434270381927490e-01,3.400000000000000000e+01,9.209241271018981934e-01,4.077014029026031494e-01
5.932313156127929688e+01,8.377277374267578125e+01,5.225349044799804688e+01,7.343251705169677734e-01,2.500000000000000000e+01,8.804284334182739258e-01,-2.976354211568832397e-02
1.143121032714843750e+02,1.194075164794921875e+02,1.145910568237304688e+02,8.266612887382507324e-01,1.800000000000000000e+01,7.775637507438659668e-01,-3.078287243843078613e-01
9.472338104248046875e+01,1.275925598144531250e+02,8.834410858154296875e+01,6.755824089050292969e-01,3.600000000000000000e+01,9.864256978034973145e-01,6.413597464561462402e-01
5.673402404785156250e+01,6.594458770751953125e+01,6.070014190673828125e+01,7.836329936981201172e-01,1.500000000000000000e+01,9.636413455009460449e-01,3.556225001811981201e-01
9.734845733642578125e+01,1.031551971435546875e+02,9.489256286621093750e+01,9.069087505340576172e-01,1.200000000000000000e+01,6.390733718872070312e-01,-4.872174561023712158e-01
5.923722076416015625e+01,7.642826843261718750e+01,5.282396697998046875e+01,7.767756581306457520e-01,1.200000000000000000e+01,8.527286052703857422e-01,1.924354583024978638e-01
5.613615417480468750e+01,7.681301879882812500e+01,5.211634826660156250e+01,7.089658975601196289e-01,2.800000000000000000e+01,9.723838567733764648e-01,5.502843856811523438e-01
6.448565673828125000e+01,9.566976165771484375e+01,7.396395111083984375e+01,4.910539686679840088e-01,3.300000000000000000e+01,9.804639816284179688e-01,2.500291764736175537e-01
7.912344360351562500e+01,1.096224594116210938e+02,8.016254425048828125e+01,6.963602900505065918e-01,6.000000000000000000e+01,9.632142782211303711e-01,3.485226333141326904e-01
6.811523437500000000e+01,8.385933685302734375e+01,6.821388244628906250e+01,5.245429873466491699e-01,1.800000000000000000e+01,7.663701772689819336e-01,-3.051894605159759521e-01
7.069274902343750000e+01,1.095013351440429688e+02,7.715396881103515625e+01,5.102040767669677734e-01,7.400000000000000000e+01,1.139526605606079102e+00,1.043875336647033691e+00
2.234076690673828125e+01,2.930654907226562500e+01,1.857546424865722656e+01,8.653421401977539062e-01,2.000000000000000000e+00,6.135203838348388672e-01,-5.742108821868896484e-01
5.374923706054687500e+01,9.947110748291015625e+01,7.640074157714843750e+01,2.922839224338531494e-01,2.700000000000000000e+01,1.080779671669006348e+00,6.429784297943115234e-01
7.639718627929687500e+01,9.566637420654296875e+01,7.159413909912109375e+01,4.873484969139099121e-01,2.400000000000000000e+01,8.606480956077575684e-01,1.540322899818420410e-01
7.500115203857421875e+01,1.062625808715820312e+02,7.382008361816406250e+01,6.821058988571166992e-01,5.800000000000000000e+01,1.010008931159973145e+00,4.586198031902313232e-01
6.859951782226562500e+01,9.276039123535156250e+01,6.644589996337890625e+01,7.463651299476623535e-01,3.700000000000000000e+01,1.248442292213439941e+00,1.195088267326354980e+00
8.114921569824218750e+01,1.047225952148437500e+02,9.809563446044921875e+01,5.645672082901000977e-01,3.700000000000000000e+01,9.761465787887573242e-01,2.382146865129470825e-01
5.850186157226562500e+01,6.476381683349609375e+01,5.864440155029296875e+01,8.350419402122497559e-01,1.300000000000000000e+01,1.209679365158081055e+00,1.034616351127624512e+00
7.623034667968750000e+01,1.027990951538085938e+02,6.619078826904296875e+01,7.700354456901550293e-01,1.600000000000000000e+01,8.662638664245605469e-01,1.440188735723495483e-01
3.199507141113281250e+01,4.015074920654296875e+01,3.238415908813476562e+01,7.859237790107727051e-01,3.000000000000000000e+00,9.712065458297729492e-01,1.073463112115859985e-01
6.605597686767578125e+01,8.810887908935546875e+01,5.705320739746093750e+01,5.238459110260009766e-01,1.100000000000000000e+01,8.030326962471008301e-01,-3.445357978343963623e-01
5.629470062255859375e+01,9.151154327392578125e+01,3.989689636230468750e+01,8.310517668724060059e-01,1.800000000000000000e+01,6.678301095962524414e-01,-4.613291919231414795e-01
4.958452987670898438e+01,7.112091827392578125e+01,3.550765991210937500e+01,9.373786449432373047e-01,3.000000000000000000e+00,3.592237830162048340e-01,-9.756467938423156738e-01
6.572747802734375000e+01,8.643955993652343750e+01,6.856461334228515625e+01,6.692307591438293457e-01,6.900000000000000000e+01,1.312017798423767090e+00,1.664694190025329590e+00
8.984619140625000000e+01,9.911147308349609375e+01,8.454487609863281250e+01,9.006960988044738770e-01,1.000000000000000000e+01,7.037000060081481934e-01,-4.876857995986938477e-01
1.046902389526367188e+02,1.161488571166992188e+02,1.065678634643554688e+02,7.163185477256774902e-01,3.800000000000000000e+01,7.035410404205322266e-01,-3.457734584808349609e-01
6.750499725341796875e+01,1.017918853759765625e+02,7.224806213378906250e+01,4.619256556034088135e-01,5.100000000000000000e+01,8.996488451957702637e-01,2.610378265380859375e-01
2.427982521057128906e+01,2.892738914489746094e+01,2.190477943420410156e+01,8.670411705970764160e-01,2.000000000000000000e+00,5.616676807403564453e-01,-6.665434241294860840e-01
7.699482727050781250e+01,1.158818511962890625e+02,7.858970642089843750e+01,5.037870407104492188e-01,4.100000000000000000e+01,1.064064383506774902e+00,7.404380440711975098e-01
6.614265441894531250e+01,8.793392944335937500e+01,6.113708877563476562e+01,7.173277735710144043e-01,2.000000000000000000e+01,8.461531400680541992e-01,8.860523812472820282e-03
7.758786010742187500e+01,1.095988388061523438e+02,7.512280273437500000e+01,6.385737657546997070e-01,6.000000000000000000e+01,1.371223807334899902e+00,1.552027583122253418e+00
4.267004394531250000e+01,8.083532714843750000e+01,3.596366882324218750e+01,5.508474707603454590e-01,2.400000000000000000e+01,1.138387322425842285e+00,1.023296475410461426e+00
1.150725460052490234e+01,1.275753211975097656e+01,1.085568809509277344e+01,9.541284441947937012e-01,1.000000000000000000e+00,7.129305005073547363e-01,-4.443008601665496826e-01
4.278923416137695312e+01,5.681850814819335938e+01,4.692287063598632812e+01,6.166380643844604492e-01,2.200000000000000000e+01,6.521830558776855469e-01,-4.071650803089141846e-01
8.596442413330078125e+01,1.186851806640625000e+02,8.008273315429687500e+01,7.087556719779968262e-01,3.600000000000000000e+01,1.030961990356445312e+00,6.141669154167175293e-01
6.061822509765625000e+01,7.811161041259765625e+01,6.574310302734375000e+01,4.303608834743499756e-01,2.700000000000000000e+01,1.429974198341369629e+00,1.828024983406066895e+00
4.458168792724609375e+01,1.044167022705078125e+02,3.561841964721679688e+01,5.649656057357788086e-01,2.200000000000000000e+01,9.607293009757995605e-01,3.542144596576690674e-01
9.979618835449218750e+01,1.105698623657226562e+02,9.400404357910156250e+01,8.951705098152160645e-01,9.000000000000000000e+00,5.610244870185852051e-01,-4.024059176445007324e-01
4.138245010375976562e+01,6.385685348510742188e+01,3.068173408508300781e+01,7.204070687294006348e-01,1.400000000000000000e+01,6.837835907936096191e-01,-5.615831017494201660e-01
7.657198333740234375e+01,1.048607788085937500e+02,7.412541961669921875e+01,7.018747329711914062e-01,4.100000000000000000e+01,1.090095639228820801e+00,9.253675341606140137e-01
5.883823776245117188e+01,7.135308837890625000e+01,5.709213638305664062e+01,7.966598272323608398e-01,2.300000000000000000e+01,1.014688849449157715e+00,8.183362483978271484e-01
5.944106292724609375e+01,8.011635589599609375e+01,5.886916351318359375e+01,6.395483016967773438e-01,2.700000000000000000e+01,8.431189060211181641e-01,-1.670704334974288940e-01
5.286549758911132812e+01,7.730146789550781250e+01,5.071318435668945312e+01,6.972681283950805664e-01,1.400000000000000000e+01,7.085127830505371094e-01,-3.230199813842773438e-01
7.060263824462890625e+01,8.863636779785156250e+01,7.710061645507812500e+01,7.119476199150085449e-01,3.100000000000000000e+01,8.730427622795104980e-01,1.560848951339721680e-01
8.612719726562500000e+01,1.191980285644531250e+02,8.723686981201171875e+01,5.501416325569152832e-01,6.700000000000000000e+01,6.889230608940124512e-01,-2.250712960958480835e-01
6.985022735595703125e+01,8.942567443847656250e+01,8.547114562988281250e+01,6.327608823776245117e-01,5.800000000000000000e+01,1.241705417633056641e+00,1.662751078605651855e+00
4.855965042114257812e+01,6.146497726440429688e+01,5.180611419677734375e+01,4.809140563011169434e-01,1.700000000000000000e+01,9.123282432556152344e-01,-6.483576446771621704e-02
4.403570938110351562e+01,9.893225860595703125e+01,4.567737960815429688e+01,4.459736347198486328e-01,1.900000000000000000e+01,9.121419787406921387e-01,4.053331613540649414e-01
7.135604095458984375e+01,9.482484436035156250e+01,7.349224853515625000e+01,6.781414151191711426e-01,4.400000000000000000e+01,9.058248996734619141e-01,1.055583432316780090e-01
1.217499694824218750e+02,1.285795898437500000e+02,1.200535964965820312e+02,9.062743186950683594e-01,1.000000000000000000e+01,7.085690498352050781e-01,-3.501576483249664307e-01
7.606313323974609375e+01,8.423793792724609375e+01,7.733969879150390625e+01,7.806218862533569336e-01,5.200000000000000000e+01,9.344785213470458984e-01,2.974009215831756592e-01
5.667789077758789062e+01,7.196485137939453125e+01,5.386987304687500000e+01,7.540346980094909668e-01,1.900000000000000000e+01,1.235868573188781738e+00,1.298162102699279785e+00
9.413008880615234375e+01,1.033133163452148438e+02,9.600681304931640625e+01,7.316021919250488281e-01,2.800000000000000000e+01,9.415727257728576660e-01,7.814648002386093140e-02
1.815954399108886719e+01,2.391747474670410156e+01,1.805664443969726562e+01,7.848485112190246582e-01,4.000000000000000000e+00,6.631098985671997070e-01,-4.902386963367462158e-01
6.322951889038085938e+01,1.056342010498046875e+02,6.088047790527343750e+01,5.870255827903747559e-01,2.700000000000000000e+01,1.488113880157470703e+00,1.856975555419921875e+00
1.526443004608154297e+01,1.691068267822265625e+01,1.483060455322265625e+01,8.883495330810546875e-01,1.000000000000000000e+00,6.148390769958496094e-01,-6.598777174949645996e-01
4.989171600341796875e+01,6.522031402587890625e+01,4.928599166870117188e+01,7.322097420692443848e-01,1.800000000000000000e+01,6.074784398078918457e-01,-4.147011041641235352e-01
3.295562744140625000e+01,4.236397933959960938e+01,3.233448028564453125e+01,6.163294911384582520e-01,1.000000000000000000e+01,6.021855473518371582e-01,-4.038922190666198730e-01
1.204779243469238281e+01,1.388801479339599609e+01,1.101691246032714844e+01,9.047619104385375977e-01,1.000000000000000000e+00,5.830376148223876953e-01,-8.118272423744201660e-01
1.152770614624023438e+02,1.217099304199218750e+02,1.122236480712890625e+02,8.906810283660888672e-01,8.000000000000000000e+00,6.214333176612854004e-01,-5.700870156288146973e-01
6.251057815551757812e+01,9.199128723144531250e+01,5.686149215698242188e+01,6.291512846946716309e-01,3.000000000000000000e+01,1.490678310394287109e+00,2.099032163619995117e+00
6.861807250976562500e+01,1.295844421386718750e+02,6.903593444824218750e+01,4.413941204547882080e-01,4.300000000000000000e+01,9.897840023040771484e-01,7.749326825141906738e-01
6.505573272705078125e+01,1.009427185058593750e+02,7.584082031250000000e+01,4.179554879665374756e-01,4.600000000000000000e+01,1.076721310615539551e+00,1.021819949150085449e+00
8.959074401855468750e+01,1.131929321289062500e+02,9.231056213378906250e+01,6.576943397521972656e-01,3.000000000000000000e+01,7.705244421958923340e-01,-2.191125303506851196e-01
2.425359153747558594e+01,4.617758560180664062e+01,1.583296298980712891e+01,7.611202597618103027e-01,4.000000000000000000e+00,7.854610681533813477e-01,-1.046044304966926575e-01
7.158763122558593750e+01,9.009059906005859375e+01,7.383696746826171875e+01,6.934872269630432129e-01,2.700000000000000000e+01,1.398182988166809082e+00,1.720342755317687988e+00
5.255146408081054688e+01,1.105291061401367188e+02,7.393681335449218750e+01,3.666328489780426025e-01,2.700000000000000000e+01,8.372716307640075684e-01,2.637019157409667969e-01
