author,description,credits,base,editor_used,bugs,build_time,rating_value,rating_count,page_visits,downloads,creation_date,file_url,game,category,title,name,path,svg_path,tile_path
Justin Madigan,"For years, scientists have played around with teleports and such, but now, one scientist, considered to be insane, has made what we thought was mad. He found a gateway between time, a ""Time Slip"". This allows you to travel back in time, and then come back to where you began, walk into the time slip chamber, press the button, and ZAP! you're back in the present. One problem. The teleports, as you may know, (if you read readme.exe in Doom) have unleashed some of the most hideous creatures ever. Those cannibal mutations are getting through the teleport statios, and entering the ""Time Slips"". Since then people have been disappearing rapidly. So has some shops and buildings. The Demons must be killing people in the past, which is effecting the future. A Marine, like you, is sent to spy on the enemies. He was killed and hung by a chain, as his last words were: ""You b*st*rds! [click click] What? [more clicking] Oh sh*t! My gun...get away from me with that!! [clanking of chains and choking noises] Please!"" [transmission cut] That spy was useful, though, he told that they had a whole castle under control. They've put up glass windows to check on the prison cells without trouble. They've through of everything. Except for the fact that someone can get to them through the time slip. You are sent through the time slip, and are to destroy these hellspawns. Your main task is: Attack! (See end of Text for Mission 2 story)","The ID crew, for the coolest games! Raphael Quintet & Brendon Wyber for Deu5.21(good!) NWT guy Maker of gangster.wad (music)",New level from scratch,"Deu 5.21, NWT.","Level 1: Glass doesn't break on 2nd sidedef. for best effect, shoot glass when you find it. You can get stuck if you hit switches too fast. Take 'em slow and you'll be fine. Level 2: DO NOT ENTER THE ICKWALL BUILDING WITHOUT HITTING ALL SEVEN OF THE SWITCHES IN EACH OF THE BUILDINGS! YOU'LL GET STUCK! If you do get stuck, type idspispopd for walk thru walls. TO turn off the effect, type idspispopd again.",,1,4,15,13,1997-06-25,https://www.doomworld.com/files/file/8165-attack/?do=download&csrfKey=aa655d87f5f8573cc34367f92152277c,Doom,a-c,Attack! ,attack.zip,./WADs/Doom/Original/attack_ATTACK.WAD,./WADs/Doom/Processed - Vectorized/attack_ATTACK_E2M2.svg,./WADs/Doom/Processed/attack_ATTACK_E2M2.txt
Jose Luis Gallardo,"This wad intended to be my house and a little part of my neighbourhood, but now I don't think my neighbours would recognize it (not even my mother recognized the house!)",,,"deu, deutex & BSP",none,,1,1,12,10,1997-04-01,https://www.doomworld.com/files/file/7825-casa/?do=download&csrfKey=741510399c1b3409da9bd2c21d718a46,Doom,a-c,casa ,casad1.zip,./WADs/Doom/Original/casad1_CASAD1.WAD,./WADs/Doom/Processed - Vectorized/casad1_CASAD1_E1M1.svg,./WADs/Doom/Processed/casad1_CASAD1_E1M1.txt
Armani,Based very loosely on the floor plan of the Singapore Press Holdings auditorium,"Matthew Ayres, DEU team, id",New level from scratch,WADED and WINDEU,None,,3,2,12,11,1997-03-18,https://www.doomworld.com/files/file/7769-uacs-auditorium/?do=download&csrfKey=61a4e404837cac793587660eae923ffa,Doom,a-c,UAC's Auditorium ,audit.zip,./WADs/Doom/Original/audit_AUDIT.WAD,./WADs/Doom/Processed - Vectorized/audit_AUDIT_E1M8.svg,./WADs/Doom/Processed/audit_AUDIT_E1M8.txt
Richard,A fairly easy wadfile but has some well hidden secrets,,A new level from scratch,Deu v5.21,None,,3,1,13,10,1997-03-08,https://www.doomworld.com/files/file/7736-incinerator/?do=download&csrfKey=6e2854c6823c94388899fccf1321dffd,Doom,a-c,Incinerator ,burner.zip,./WADs/Doom/Original/burner_BURNER.WAD,./WADs/Doom/Processed - Vectorized/burner_BURNER_E1M1.svg,./WADs/Doom/Processed/burner_BURNER_E1M1.txt
Anthony Uzilov,The cargo compartment of your shuttle lands with a crack on the,,New level from scratch,"WinDEU, DEU, DeeP, DeePBSP",None known; No misaligned or missing textures.,Way too long. Most of it anxiously waiting for,1.5,2,10,11,1997-03-03,https://www.doomworld.com/files/file/7721-assault-on-the-demons/?do=download&csrfKey=7e1599e9687b498e3b980bc5bcfb0073,Doom,a-c,Assault on the Demons ,aslthq.zip,./WADs/Doom/Original/aslthq_CRASH.WAD,./WADs/Doom/Processed - Vectorized/aslthq_CRASH_E1M5.svg,./WADs/Doom/Processed/aslthq_CRASH_E1M5.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M1.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M1.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M2.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M2.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M3.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M3.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M4.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M4.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M5.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M5.txt
Stephen Huff,"The bad news is you are in hell. The good news is you have a chainsaw that never runs out of gasoline. Your problem to cut your way through hell until you find a way out. Sounds like the leadin to a TV show doesn't it. Each week watch as out intrepid space marines cut their way through another part of hell. Seeking the exit that will eventually get them out. In order to get character interaction. You do it in coop mode. Have the guys at ID software do the voices of the players with faces animated against standard doom textures. Record the action scenes from the doom wad as it is played in coop mode by three to four players. Cut between animation of conversation and the action as scene by the players to make the final cut of the show. Do a different wad each week. You could make it in your home on a strong pc with a really good interface board. Invite military people to design wads that illustrate small group tactics and weapons choice based on enemy and terrain. Invite ministers to write sermons based on the faults and vices of demons and how terrible a place hell is, and you could get both the militia, 2nd amendment people and Christian fundamentalists to tune in every week. Include a magazine sub, with a monthly disk containing the wads to be played in upcoming shows of the series, so the watchers can play through first and then compare their method of taking the wad to the one on the show when it comes up. Talk about your interactive tv. Wow, you come up with some strange ideas when you are bored. OK. I decided to write some wad files because I was bored. Day one. Trying to follow the lessons in secrets of the doom programming gurus step by step. NOGO. So, I stopped at lesson one and spent the entire day practicing drawing singleroom sectors. No changes in elevation, no doors, no lifts. The only special linetype in the wad is the exit switch. Play is based on narrow tight terrain with monsters around the corner and in the next room. The chainsaw is the weapon of choice in this terrain. Use it. Day two, still practicing drawing sectors, this time with changes in floor height and setting sectors inside of sectors. One really big abyss with lots of platforms at different heights. Weapon of choice, the rocket Launcher, try shooting the muzzle flashes of the cacodemons as they shoot at you from the darkness. If they get close enough to see them, they are almost close enough for the explosion from the rocket to hurt you. Move fast shoot hard, and get out. Day three. Practice with special sectors, doors, crushing ceilings, crushing floors, one teleport. Lines that open secret doors. Lots of no humans signs. Weapon of choice, shotgun, chainsaw, rocket launcher, plasma gun. Enjoy. Day four. Waded crashed and wads saved would crash doom. Loaded a wad from wadcat1 and removed everything but one chamber and built on that. This worked. Key weapons chainsaw, shotgun, demon fratricide and crushing ceilings. Also rocket launcher. But watch out. Day five, afraid waded would crash, so built behind the blue door sector of day 4 wad. Pretty blue scenery. Interesting surprise at end. Day six. Starting to get good. Emphasis on chainsaw and infighting. Close tight terrain with enemies coming out of the walls. Must use demon fratricide to make it to exit. Interesting use of terrain to limit cyberdemons firing effectiveness. Day Seven. Effort to maximize 3d effects of doom space. Several footballfields big terrain with four different sets of passages and chambers at different levels crossing each other. Lost souls have amazing freedom of movement due to vertical shafts. Textures used on elevation 2 so gross messed my stomach. Nasty tough vision of industrial hell. Weapons used, everything, but especially the chaingun. Day eight, finished day seven. I don't know if I will ever write another wad. This was fun but exhausting. I tried logging on to the bbs listed in waded but couldn't. Oh, well. The six days have been combined using wadmerge into one episode of six missions for doom1. SInce they were originally written as stand alone wads, they may have a little more ammo and powerups than you need, but six fairly large levels to play through should entertain for a few hours. Its better than tv anyway.",The authors of Waded and Secrets of Doom Gurus.,New levels from scratch,WADED 1.83,"Savegame on day 3 wad. Works well during play, but hangs the computer past the blue door if you quit doom and come back in.","8 days, approximately 80 to 100 hours.",2,2,14,11,1997-01-29,https://www.doomworld.com/files/file/7610-chanesaw/?do=download&csrfKey=4cd8fc1458cf03a5837793c886d4adcf,Doom,a-c,Chanesaw ,chanesaw.zip,./WADs/Doom/Original/chanesaw_CHANESAW.WAD,./WADs/Doom/Processed - Vectorized/chanesaw_CHANESAW_E1M6.svg,./WADs/Doom/Processed/chanesaw_CHANESAW_E1M6.txt
Tim Tasto,"Dark and foreboding. Castle of Doom is reasonably large. It took me 30 minutes to get through it on the ""Hurt Me Plenty"" setting. Beware, there are traps! Be careful of switches and save game often. Doing things in the right order is critical to completing this level. Don't be afraid to leap across voids either. In one part of the level, you must run in order to get across the void and into the next room.","Sheeesh! Not enough space. ID software, Raven software, DOOM fans etc., etc. My wife, for letting me spend 2-weeks locked in my ""computer room"" working on this. SAMS publishing for the ""how- to"" books. Those who wrote freeware and shareware editors. Also, other WAD authors from which I got ideas through playing their WADs. Finally, the authors of DEEP - a great tool that is well worth the small registration fee.",New level from scratch,DeeP (registered version). Deutex.,"Some texture alignments could be better. Two sided linedefs slow game somewhat. Not really bugs, but rather annoyances.",,3.5,2,12,11,1997-01-01,https://www.doomworld.com/files/file/7489-castle-of-doom/?do=download&csrfKey=8b6533ab99f11ab7b2274e8451e729b7,Doom,a-c,Castle of Doom ,cofd.zip,./WADs/Doom/Original/cofd_COFD.WAD,./WADs/Doom/Processed - Vectorized/cofd_COFD_E1M1.svg,./WADs/Doom/Processed/cofd_COFD_E1M1.txt
Michael Lundy,"Fairly big level for the new Episode 4
                          of ULTIMATE DOOM.",Tim Willits and John Anderson for chipping in to make Episode 4.,New WAD from scratch,"DMapEdit 4.0.11, DeuTex 3.6, EnDOOMer 1.0.1","Well, if you approach the demon behind the tall, blue key door from behind, he'll spin around over and over. I decided not to fix it because it looks pretty funny.",A couple weeks.,3.7,7,13,16,1996-07-22,https://www.doomworld.com/files/file/6519-cruel-hell/?do=download&csrfKey=b1a5d000bb8ad23b08d7a376e13e338b,Doom,a-c,Cruel Hell ,crulhell.zip,./WADs/Doom/Original/crulhell_CRULHELL.WAD,./WADs/Doom/Processed - Vectorized/crulhell_CRULHELL_E4M1.svg,./WADs/Doom/Processed/crulhell_CRULHELL_E4M1.txt
David Seager,A complete replacement of Episode 3 with some new graphics and demos. Fight your way out or let Hell have vengeance upon you.,Mad Oz for playtesting. Those at Id Software for making this possible. The DEU Team. Every other wad author whose level has provided inspiration.,New levels from scratch,"DEU 5.21 GCC, BSP 1.1x, RMB 2, DEUTEX 2.1, TED",Slight HOM in Styxs (4),"Months, on and off.",4,18,14,27,1996-06-06,https://www.doomworld.com/files/file/6103-back-to-hell/?do=download&csrfKey=15466cd5476cfbee0c6ba6443a876b2e,Doom,a-c,Back To Hell ,bak2hell.zip,./WADs/Doom/Original/bak2hell_BAK2HELL.WAD,./WADs/Doom/Processed - Vectorized/bak2hell_BAK2HELL_E3M1.svg,./WADs/Doom/Processed/bak2hell_BAK2HELL_E3M1.txt
David Seager,A complete replacement of Episode 3 with some new graphics and demos. Fight your way out or let Hell have vengeance upon you.,Mad Oz for playtesting. Those at Id Software for making this possible. The DEU Team. Every other wad author whose level has provided inspiration.,New levels from scratch,"DEU 5.21 GCC, BSP 1.1x, RMB 2, DEUTEX 2.1, TED",Slight HOM in Styxs (4),"Months, on and off.",4,18,14,27,1996-06-06,https://www.doomworld.com/files/file/6103-back-to-hell/?do=download&csrfKey=15466cd5476cfbee0c6ba6443a876b2e,Doom,a-c,Back To Hell ,bak2hell.zip,./WADs/Doom/Original/bak2hell_BAK2HELL.WAD,./WADs/Doom/Processed - Vectorized/bak2hell_BAK2HELL_E3M2.svg,./WADs/Doom/Processed/bak2hell_BAK2HELL_E3M2.txt
